Temperature,Correlation_time,Magnetization_mean,Magnetization_std,Energy_mean,Energy_std,Magnetic_susceptibility_mean,Magnetic_susceptibility_std,Specific_heat_mean,Specific_heat_std
2.9999999999999996,24620.146737192314,0.053579245460718766,0.0048721934785418645,-0.8179032978314261,0.004056990175529267,3.055186895767457,1.4274686965325123,0.3576183815304563,0.03819519519767762
2.9999999999999996,21318.480593116677,0.05549243060382729,0.004587318433762909,-0.8185717074875427,0.004168745091499835,3.1158220963347762,0.7943852359706566,0.3734410458512481,0.05744346796735055
2.9999999999999996,28798.9360156295,0.05088448750000005,0.0041234764781020875,-0.8140388693333332,0.004129964814416617,2.795468661623141,0.9795022709092475,0.38180180783260825,0.037254792394804115
3.1999999999999993,18798.366153509873,0.045209067669057926,0.003665602515265766,-0.7483951954639718,0.004095351214909932,2.196598390213669,0.6772525190269114,0.3215932002228675,0.04309176345232789
3.1999999999999993,18257.58121649356,0.04312506460496744,0.0034563796897356873,-0.7409705033008526,0.00388376841876442,1.915353452134156,0.5366680657522676,0.2904006314134587,0.030246207958405005
3.1999999999999993,22184.34373766661,0.04666984285379027,0.0038443720842777345,-0.744692503303988,0.003923100225207947,2.2878914538870747,0.6559506429194437,0.2981460724585815,0.029235402229075898
3.3999999999999995,15500.786611098023,0.04785494877683733,0.0037880565063802894,-0.684400985110446,0.003909370864839894,2.161834896753277,0.6842657121301681,0.25919561641150285,0.048295995847203205
3.3999999999999995,11582.247146824515,0.04002999716160811,0.003445034379115855,-0.6844149491517741,0.003952264129296832,1.68386448459261,0.7417603665360385,0.2600237412341085,0.04013480801657409
3.3999999999999995,12704.471994916516,0.03972171874999999,0.0024933685169337963,-0.6861121409999998,0.0030626154692175085,1.587290475587266,0.48800697789076874,0.2531662522689939,0.0430747596642823
3.5999999999999996,9088.759041604193,0.03468585599999999,0.0028010413601806967,-0.6350136569999997,0.003673068247359733,1.167594286818977,0.2920302648845305,0.22009111421849364,0.038402470931940956
3.5999999999999996,14521.453154280252,0.039495859333333334,0.0022862429186624495,-0.6385884929999996,0.0026850376538193757,1.4263741158308778,0.3828121833041659,0.22260448997688229,0.035758695805914155
3.5999999999999996,10269.84614148477,0.03947531738820588,0.00351688515282142,-0.6379734740688313,0.003902695601491915,1.5674350703647775,0.4356506960499836,0.2176323500863711,0.035893824419120035
3.7999999999999994,14255.806901768541,0.037196265209250096,0.00319283519831044,-0.5936429207196533,0.0037200295847124817,1.2309950128357514,0.22560115563568542,0.18927457707259068,0.021843591140789972
3.7999999999999994,11110.744850502777,0.0370211231121194,0.00320147549118168,-0.5954956711429972,0.0037484206642412576,1.3277507822130172,0.5427474290182438,0.19236038201423028,0.01770189998624249
3.7999999999999994,10868.318470942086,0.03556387324871054,0.0030245383792793577,-0.59085796635063,0.00374820547917985,1.1920640172110817,0.45924850681817997,0.18525994065100362,0.02880048656315695
3.999999999999999,6281.293263968913,0.029892627499999977,0.0019479678782557204,-0.558650644,0.002867597232010885,0.792520612494173,0.2564895355060133,0.1564834818323244,0.029072040526141936
3.999999999999999,11877.093037183075,0.03556118225346345,0.0029135492586191227,-0.5600534162098619,0.003709913386701575,0.9997737153576273,0.3314644298940616,0.16544988928904297,0.032380907548446074
3.999999999999999,7437.1457283131385,0.03326060699999999,0.0024373995005424146,-0.5561954800000003,0.00310718940453576,0.94246659666735,0.42191344469203923,0.15648099650869673,0.033666335316903745
